"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"393",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5885,57," ","A5","7013 RIDGE CREST TERRACE                 ","            ",11209,1,0,1,1942,1938,1925,1,"A5",950000,2016-07-19,950000,1942,1925,0
"397",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5892,32," ","A1","456 OVINGTON AVENUE                      ","            ",11209,1,0,1,9260,1244,1899,1,"A1",1600000,2016-03-01,1600000,9260,1899,0
"398",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5893,35," ","A1","556 OVINGTON AVENUE                      ","            ",11209,1,0,1,2492,1620,1920,1,"A1",986000,2016-02-17,986000,2492,1920,0
"400",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5901,27," ","A5","848 71ST   STREET                        ","            ",11228,1,0,1,1800,1296,1925,1,"A5",815000,2016-02-19,815000,1800,1925,0
"401",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5904,31," ","A5","7201 SHORE ROAD                          ","            ",11209,1,0,1,1500,2296,1925,1,"A5",1284062,2016-02-05,1284062,1500,1925,0
"405",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5921,115," ","A5","616 73RD   STREET                        ","            ",11209,1,0,1,1317,938,1930,1,"A5",753000,2016-11-16,753000,1317,1930,0
"406",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5926,35," ","A5","86 74TH STREET                           ","            ",11209,1,0,1,2000,1728,1930,1,"A5",417000,2016-12-30,417000,2000,1930,0
"407",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5926,35," ","A5","86 74TH   STREET                         ","            ",11209,1,0,1,2000,1728,1930,1,"A5",850000,2016-09-08,850000,2000,1930,0
"409",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5930,12," ","S1","424 74TH STREET                          ","            ",11209,1,1,2,1573,2640,1899,1,"S1",1340000,2016-01-11,1340000,1573,1899,0
"410",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5930,21," ","A4","444 74TH   STREET                        ","            ",11209,1,0,1,1747,1760,1899,1,"A4",450000,2016-02-26,450000,1747,1899,0
"415",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5941,15," ","S1","422 BAY RIDGE PARKWAY                    ","            ",11209,1,1,2,2000,2930,1910,1,"S1",1300000,2016-02-18,1300000,2000,1910,0
"418",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5947,69," ","A9","53 77TH   STREET                         ","            ",11209,1,0,1,2624,2074,1920,1,"A9",1055000,2016-01-26,1055000,2624,1920,0
"419",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5949,26," ","S1","246 76TH   STREET                        ","            ",11209,1,1,2,4373,3350,1920,1,"S1",1775000,2016-11-03,1775000,4373,1920,0
"420",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5952,61," ","A5","543 77TH   STREET                        ","            ",11209,1,0,1,1842,1464,1920,1,"A5",234000,2016-04-05,234000,1842,1920,0
"421",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5952,70," ","A5","519 77TH STREET                          ","            ",11209,1,0,1,1950,1596,1920,1,"A5",795000,2016-03-24,795000,1950,1920,0
"422",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5952,80," ","A4","566 76TH   STREET                        ","            ",11209,1,0,1,2000,1680,1910,1,"A4",920000,2016-05-17,920000,2000,1910,0
"423",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5953,18," ","A5","630 76TH   STREET                        ","            ",11209,1,0,1,2000,2424,1910,1,"A5",955000,2016-12-02,955000,2000,1910,0
"424",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5956,16," ","A1","7705 SHORE ROAD                          ","            ",11209,1,0,1,3016,2200,1920,1,"A1",1410000,2016-09-19,1410000,3016,1920,0
"425",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5956,45," ","A1","7802 NARROWS AVENUE                      ","            ",11209,1,0,1,2936,1472,1925,1,"A1",1250000,2016-07-28,1250000,2936,1925,0
"427",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5958,1," ","A9","7725 COLONIAL ROAD                       ","            ",11209,1,0,1,2600,1478,1925,1,"A9",1260000,2016-07-28,1260000,2600,1925,0
"428",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5958,13," ","A9","118 77TH STREET                          ","            ",11209,1,0,1,2296,1376,1925,1,"A9",855000,2016-01-21,855000,2296,1925,0
"429",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5958,42," ","A1","7708 RIDGE BOULEVARD                     ","            ",11209,1,0,1,3900,3045,1925,1,"A1",1648000,2016-02-25,1648000,3900,1925,0
"430",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5958,53," ","A1","165 78TH   STREET                        ","            ",11209,1,0,1,3553,2574,1925,1,"A1",1300000,2016-01-22,1300000,3553,1925,0
"431",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5960,44," ","S1","7712 4 AVENUE                            ","            ",11209,1,1,2,1980,2112,1950,1,"S1",1150000,2016-08-29,1150000,1980,1950,0
"432",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5962,38," ","A5","572 77TH   STREET                        ","            ",11209,1,0,1,2000,1480,1920,1,"A5",884000,2016-11-07,884000,2000,1920,0
"433",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5963,62," ","A5","653 78TH STREET                          ","            ",11209,1,0,1,1950,1368,1899,1,"A5",875000,2016-04-07,875000,1950,1899,0
"434",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5963,70," ","A5","635 78TH   STREET                        ","            ",11209,1,0,1,1950,1368,1915,1,"A5",805000,2016-02-08,805000,1950,1915,0
"435",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5963,72," ","A5","629 78 STREET                            ","            ",11209,1,0,1,1950,1216,1915,1,"A5",740000,2016-05-16,740000,1950,1915,0
"436",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5967,16," ","A1","120 78TH STREET                          ","            ",11209,1,0,1,2870,1512,1925,1,"A1",1200000,2016-08-31,1200000,2870,1925,0
"438",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5968,17," ","A1","220 78TH   STREET                        ","            ",11209,1,0,1,4373,2243,1920,1,"A1",1375000,2016-06-07,1375000,4373,1920,0
"439",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5968,33," ","A1","258 78 STREET                            ","            ",11209,1,0,1,1913,1816,1920,1,"A1",1200000,2016-09-20,1200000,1913,1920,0
"442",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5971,26," ","A5","542 78TH   STREET                        ","            ",11209,1,0,1,2100,1632,1925,1,"A5",911333,2016-09-08,911333,2100,1925,0
"443",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,21," ","A1","26 79TH STREET                           ","            ",11209,1,0,1,2508,1504,1930,1,"A1",947000,2016-09-30,947000,2508,1930,0
"444",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,21," ","A1","26 79TH STREET                           ","            ",11209,1,0,1,2508,1504,1930,1,"A1",775000,2016-06-22,775000,2508,1930,0
"445",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,37," ","A1","55 80TH STREET                           ","            ",11209,1,0,1,2446,3180,1930,1,"A1",1685000,2016-05-18,1685000,2446,1930,0
"446",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,44," ","A1","37 80TH STREET                           ","            ",11209,1,0,1,4203,1882,1925,1,"A1",1963000,2016-10-28,1963000,4203,1925,0
"447",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,88," ","A3","8009 HARBOR VIEW TERRACE                 ","            ",11209,1,0,1,4200,3110,1925,1,"A3",2350000,2016-01-04,2350000,4200,1925,0
"448",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,164," ","A3","8015 SHORE ROAD                          ","            ",11209,1,0,1,7000,1476,1920,1,"A3",2930000,2016-04-08,2930000,7000,1920,0
"449",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,206," ","A3","32 HARBOR LANE                           ","            ",11209,1,0,1,4500,3223,1930,1,"A3",1112000,2016-03-10,1112000,4500,1930,0
"450",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5975,206," ","A3","32 HARBOR LANE                           ","            ",11209,1,0,1,4500,3223,1930,1,"A3",1112000,2016-03-10,1112000,4500,1930,0
"451",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5976,82," ","A1","69 80TH   STREET                         ","            ",11209,1,0,1,1907,1800,1925,1,"A1",1150000,2016-12-23,1150000,1907,1925,0
"452",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5977,53," ","A1","191 80TH   STREET                        ","            ",11209,1,0,1,4373,2617,1925,1,"A1",1450000,2016-12-21,1450000,4373,1925,0
"454",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5980,80," ","A1","419 80 STREET                            ","            ",11209,1,0,1,2358,2999,1925,1,"A1",730000,2016-02-03,730000,2358,1925,0
"455",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5982,6," ","A5","7913 6TH AVENUE                          ","            ",11209,1,0,1,1680,1197,1925,1,"A5",762000,2016-06-27,762000,1680,1925,0
"456",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5982,12," ","A5","616 79TH STREET                          ","            ",11209,1,0,1,1600,2010,1910,1,"A5",770000,2016-10-26,770000,1600,1910,0
"459",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5986,54," ","A1","179 81ST STREET                          ","            ",11209,1,0,1,4373,2082,1920,1,"A1",1733000,2016-05-19,1733000,4373,1920,0
"460",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5987,30," ","A1","256 80TH STREET                          ","            ",11209,1,0,1,2187,1540,1925,1,"A1",1150000,2016-09-28,1150000,2187,1925,0
"461",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5987,34," ","A9","264 80TH STREET                          ","            ",11209,1,0,1,2187,1540,1925,1,"A9",870000,2016-03-02,870000,2187,1925,0
"463",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5988,67," ","A5","335 81ST   STREET                        ","            ",11209,1,0,1,2187,1280,1910,1,"A5",1140000,2016-04-05,1140000,2187,1910,0
"465",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5990,6," ","S0","8011 5TH AVENUE                          ","            ",11209,1,2,3,1680,3654,1931,1,"S0",1100000,2016-03-18,1100000,1680,1931,0
"466",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5995,4," ","A5","8117 COLONIAL ROAD                       ","            ",11209,1,0,1,2292,1888,1935,1,"A5",1175000,2016-06-27,1175000,2292,1935,0
"468",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5996,3," ","A1","8119 RIDGE BOULEVARD                     ","            ",11209,1,0,1,3633,2401,1930,1,"A1",1325000,2016-11-29,1325000,3633,1930,0
"469",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",5996,15," ","A4","220 81ST STREET                          ","            ",11209,1,0,1,4811,4288,1930,1,"A4",2500000,2016-12-20,2500000,4811,1930,0
"472",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6004,38," ","A3","116 82ND   STREET                        ","            ",11209,1,0,1,4266,2160,1910,1,"A3",2175000,2016-03-04,2175000,4266,1910,0
"475",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6006,57," ","A1","245 83RD STREET                          ","            ",11209,1,0,1,6000,3091,1899,1,"A1",1025000,2016-02-24,1025000,6000,1899,0
"477",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6015,52," ","A1","161 84TH   STREET                        ","            ",11209,1,0,1,4000,2879,1905,1,"A1",2275000,2016-01-05,2275000,4000,1905,0
"479",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6015,56," ","A1","153 84TH STREET                          ","            ",11209,1,0,1,4000,2100,1920,1,"A1",1625000,2016-12-13,1625000,4000,1920,0
"484",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6023,74," ","A1","115 85TH STREET                          ","            ",11209,1,0,1,3300,1848,1910,1,"A1",1600000,2016-08-19,1600000,3300,1910,0
"485",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6028,4," ","S1","8417 FT HAMILTON PARKWAY                 ","            ",11209,1,1,2,2280,2736,1920,1,"S1",1080000,2016-09-07,1080000,2280,1920,0
"489",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6040,14," ","A3","8621 SHORE ROAD                          ","            ",11209,1,0,1,2400,1560,1925,1,"A3",960000,2016-01-20,960000,2400,1925,0
"491",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6040,38," ","A1","21 87TH   STREET                         ","            ",11209,1,0,1,4000,2290,1925,1,"A1",1415000,2016-04-04,1415000,4000,1925,0
"492",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6041,57," ","A1","39 87TH   STREET                         ","            ",11209,1,0,1,3150,1564,1925,1,"A1",1020000,2016-04-20,1020000,3150,1925,0
"494",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6046,26," ","A1","80 87TH STREET                           ","            ",11209,1,0,1,3300,1854,1925,1,"A1",950000,2016-01-22,950000,3300,1925,0
"496",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6047,13," ","A1","122 87TH   STREET                        ","            ",11209,1,0,1,2500,1472,1925,1,"A1",960000,2016-10-07,960000,2500,1925,0
"497",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6047,28," ","A9","166 87TH   STREET                        ","            ",11209,1,0,1,2100,1490,1920,1,"A9",950000,2016-07-14,950000,2100,1920,0
"499",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6055,1," ","A5","39 DAHLGREN PLACE                        ","            ",11228,1,0,1,958,1102,1925,1,"A5",655000,2016-07-12,655000,958,1925,0
